-0.049149297	0.3011422	0.080964975	-0.15236048	0.34919745	0.26041558	-0.32130536	-0.036786206	0.31587368	0.18318848	0.18669964	0.004896637	0.33700332	-0.14489777	0.0023717508	0.26508474
0.085684314	0.011571557	0.39586094	0.017950455	0.44323164	-0.03273128	-0.5792773	0.0981564	0.28625634	-0.024296084	0.4396247	-0.26527408	-0.13239715	-0.38354185	-0.12553848	0.75351244
0.0370838	0.46288857	-0.18496688	0.34428695	0.05411548	0.456009	-0.2896089	-0.13820417	0.3203195	0.2378776	-0.07113668	0.33058912	0.25674713	0.06540539	0.097988054	-0.11120517
-0.23510098	0.17862727	-0.021294363	-0.047727566	0.13376309	0.122259974	-0.13571674	-0.2805494	0.1001831	0.1051927	0.11648373	0.13156712	0.45351708	-0.14341861	0.171419	0.026442349
-0.08924236	0.1493448	-0.11040454	-0.30168498	0.5508671	0.028664697	0.09638562	-0.1754162	0.26112872	0.23915207	-0.0818511	-0.21061487	0.52187103	0.011563576	-0.08750727	-0.13976422
0.19727755	0.65457815	-0.40085548	0.6496188	-0.65958977	0.6386602	-0.115003765	-0.3747624	0.09325471	0.32837498	-0.3325586	0.69236726	0.21292023	0.204935	0.2974093	-0.42661986
0.0043871	0.20738018	0.14608382	0.0073435386	0.07453693	0.14915042	-0.29566994	0.15447684	0.17322871	0.039821133	0.2145882	0.09715511	-0.20096916	-0.09502197	0.011106935	0.40338704
0.0670126	0.23334932	0.021681212	-0.05593059	0.21454202	0.20600028	-0.25889096	0.21389681	0.36848396	0.117719874	0.13562801	-0.010413854	-0.085996956	0.032735676	-0.07151525	0.31030968
0.25305927	0.5058338	-0.50210506	0.29083622	-0.012087138	0.4916808	0.39198288	-0.069213115	0.3528943	0.46419606	-0.5105275	0.5361251	0.58142054	0.43569332	-0.22581835	-0.55106294
-0.16636829	0.24895431	0.059653737	0.20658068	-0.13599177	0.1913717	-0.34515983	-0.12464011	-0.0076306583	-0.044717714	0.20628996	0.35687113	-0.07218302	-0.16441783	0.19267699	0.122939326
-0.09935955	0.3336742	0.19544332	-0.012249703	-0.13188303	0.3457649	-0.40408486	0.5105327	0.2321178	-0.0777964	0.45168337	0.20330203	-0.7033823	-0.07731478	0.16608712	0.59828526
0.35009977	0.3494076	-0.2316087	-0.42369902	0.514196	0.30769432	0.2837408	0.54429334	0.51629263	0.4512223	-0.11390882	-0.25849336	0.004716412	0.3463951	-0.50928414	0.33248556
-0.078741916	0.2107455	-0.32698914	-0.51510936	0.5998609	0.09679655	0.5627739	-0.11374851	0.28689077	0.38255814	-0.30241546	-0.35711703	0.8239341	0.20980857	-0.24893798	-0.37972435
0.023204226	0.16955274	0.16883035	0.060799547	0.19181634	0.077111326	-0.3786617	-0.013465417	0.15082073	0.021306874	0.18334673	0.0106520895	0.03342621	-0.15846284	0.018945351	0.33129138
-0.2133602	-0.48160934	0.4582889	-0.25037417	0.483033	-0.4813044	-0.35665676	-0.4522668	-0.20872045	-0.30330622	0.34730783	-0.47406942	0.55735385	-0.5323623	0.06698814	0.31417775
0.10037128	-0.1137068	0.38112724	-0.20443538	0.50517285	-0.1940294	-0.46486807	0.22610198	0.39604637	0.07707476	0.42543817	-0.40905166	0.030808536	-0.36920738	-0.31272873	0.67389137
0.23407021	-0.10897581	0.060832106	-0.36336476	0.6367826	-0.182403	0.022895023	0.017641885	0.39619312	0.23975338	0.048226494	-0.45447853	0.58144516	-0.08130373	-0.41957816	0.22258906
-0.044016413	0.0021511863	0.11092392	0.06477514	0.14060935	-0.060002763	-0.33566844	-0.413693	-0.0075690458	0.028958611	0.068644375	-0.048170414	0.49553594	-0.23501897	0.120042376	0.05035832
-0.5946312	0.38540828	-0.04501293	0.8882354	-1.0466453	0.3760037	-0.6890134	-0.8766323	-0.94723904	-0.34965867	-0.04863749	0.90317386	0.31875718	-0.5585024	0.9704025	-0.39195025
-0.2724505	0.0043630907	0.056280922	-0.5069796	0.3230849	-0.029283307	0.121697225	0.04713266	0.2272969	0.025133183	0.123040326	-0.26692057	0.30571744	-0.028001122	0.11341349	0.033118714
-0.20906666	0.24974793	-0.0004861636	-0.23933414	0.115062565	0.17594746	-0.077821724	0.0027964334	0.19665772	0.07691051	0.06399217	0.027569791	0.12353186	-0.0159547	0.15360877	0.054937113
0.30567196	0.47869146	-0.30095065	0.47824356	-0.26736212	0.4647647	-0.02817178	0.16268404	0.33387774	0.2903037	-0.21352586	0.5067039	-0.022926206	0.20858848	-0.24908662	-0.020548942
0.39361227	-0.016806258	0.24432488	-0.09492206	0.55493784	-0.04796359	-0.34491396	0.5777446	0.39233762	0.21965678	0.32080156	-0.30885538	-0.21554108	-0.1764715	-0.5148799	0.79603195
0.034082096	0.19843405	0.22546801	0.59067	-0.28264374	0.21793915	-0.531442	0.036166195	0.086786956	-0.0016820605	0.26747677	0.4183331	-0.3151291	-0.23357464	0.15040113	0.4155253
0.05499024	0.13911636	0.110004544	0.3779163	-0.049408477	0.05911302	-0.41626635	-0.2602911	0.024447791	0.027414128	-0.0051693516	0.20412482	0.23181269	-0.28458202	0.013079617	-0.009564054
0.1672878	0.39446816	-0.42945564	-0.17170103	0.34299713	0.39078876	0.30002743	0.29568636	0.38323337	0.35876146	-0.2899906	0.16272555	0.3097266	0.37893575	-0.24907033	-0.19726767
0.034835953	0.14575744	-0.29469052	-0.27777174	0.3074486	0.039898265	0.37587172	-0.11774875	0.24182472	0.31085184	-0.2728982	-0.17343977	0.73623884	0.16317637	-0.20002086	-0.30731377
0.8581019	0.12317633	0.2627549	0.3867001	0.6677529	0.06926174	-0.5556043	0.971007	0.80473787	0.37861726	0.26542786	-0.41911992	-1.1363677	-0.011764917	-0.9429559	1.2221814
-0.14271998	-0.050374273	0.20628823	0.05962875	0.20652893	-0.0070836307	-0.35359955	-0.10475339	0.028962202	-0.12043186	0.29102966	-0.07027071	-0.07049858	-0.21919145	0.13231926	0.29189706
-0.1724254	0.0003007917	0.2666972	0.11558048	0.087295346	-0.057883263	-0.47717518	-0.2601256	-0.03975696	-0.14380376	0.20909156	-0.0060327677	0.084815316	-0.31778812	0.19340055	0.25100726
0.125305	0.1306322	-0.2167571	-0.5659827	0.6058847	0.08524518	0.41961733	0.106121786	0.40307656	0.3489506	-0.21149066	-0.40418184	0.56120855	0.1596425	-0.3654433	-0.07716179
